Loan ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies
cd65a095-4342-4cc9-820a-4f5cd4cd5592,Charged Off,519288.0,Long Term,7080.0,1532293.0,Rent,Other,20941.42,12.0,14.0,0.0,31293.0,458766.0,0.0
38d5ba9e-5871-44c3-81c2-c9ac32ab234b,Fully Paid,280500.0,Long Term,674.0,987658.0,Rent,Debt Consolidation,2534.98,10.4,5.0,0.0,102771.0,172700.0,0.0
54fb8782-962a-44f5-a77f-942bd205c7e8,Fully Paid,642246.0,Long Term,643.0,1235741.0,Home Mortgage,Debt Consolidation,23170.12,30.2,11.0,1.0,307838.0,433620.0,1.0
a0b2b768-7b16-45a3-a8cf-9718cf107492,Fully Paid,44572.0,Short Term,640.0,962255.0,Rent,Medical Bills,19004.56,9.8,5.0,0.0,39653.0,51238.0,0.0
4f759acf-c631-42af-a42a-139e890b6281,Fully Paid,117700.0,Short Term,725.0,472777.0,Rent,Debt Consolidation,11188.91,9.7,9.0,0.0,90193.0,122562.0,0.0
d1178520-3782-467f-ab47-a69a100a2067,Fully Paid,62194.0,Short Term,704.0,767448.0,Rent,other,15412.8,16.6,17.0,1.0,15295.0,118030.0,0.0
89534e8e-64c4-42bd-b58b-cc6c8ce0eaf7,Fully Paid,225852.0,Short Term,700.0,962350.0,Home Mortgage,Home Improvements,22695.12,38.2,8.0,0.0,132354.0,176352.0,0.0
647200af-982c-4894-9558-3ed44e8e95fa,Fully Paid,621786.0,Long Term,719.0,1783606.0,Home Mortgage,Home Improvements,16647.04,16.1,8.0,0.0,646798.0,822096.0,0.0
d7cffc35-8ba2-44f7-8ddf-712114bb9acc,Fully Paid,645744.0,Long Term,725.0,3104467.0,Home Mortgage,Debt Consolidation,22300.49,21.2,10.0,0.0,130283.0,327228.0,0.0
8ac3652c-1dca-4b12-9352-b4d7df03cff6,Charged Off,627528.0,Short Term,722.0,1925859.0,Own Home,Debt Consolidation,38998.64,10.8,12.0,0.0,185345.0,299728.0,0.0
88cc0042-c4bf-47a4-bc31-9da76a6bccc7,Fully Paid,99999999.0,Short Term,724.0,2704688.0,Own Home,Debt Consolidation,19563.92,24.0,15.0,0.0,457026.0,1021614.0,0.0
197f2232-e5de-4186-89ac-78f532854b5a,Fully Paid,217074.0,Short Term,722.0,761064.0,Rent,other,8562.16,12.0,6.0,1.0,95836.0,221496.0,1.0
363b5e04-e892-4e95-ac29-f7603e8f028f,Fully Paid,154880.0,Short Term,741.0,477717.0,Rent,Debt Consolidation,5413.86,8.6,10.0,0.0,118313.0,343354.0,0.0
183e5c27-8554-4932-bb39-1a7fb06be8f4,Fully Paid,507826.0,Short Term,748.0,1754289.0,Own Home,Other,7952.83,17.5,8.0,0.0,25764.0,473462.0,0.0
376329f3-085a-43ed-be1f-3830e3cb78cd,Fully Paid,43912.0,Short Term,721.0,758404.0,Rent,Debt Consolidation,11755.3,13.3,13.0,0.0,104766.0,464816.0,0.0
1e6d74d4-adc2-4085-8437-1c0507392385,Charged Off,221584.0,Long Term,6920.0,1148208.0,Home Mortgage,Debt Consolidation,26408.86,19.0,8.0,1.0,314298.0,574024.0,1.0
492b32bb-090c-4bb1-8dbc-4ef7c982a544,Charged Off,610522.0,Long Term,670.0,979203.0,Rent,Debt Consolidation,16891.38,27.6,10.0,0.0,549442.0,726264.0,0.0
fe550b07-b868-4695-880a-ea2a9bcf77d5,Fully Paid,272976.0,Short Term,716.0,1496896.0,Home Mortgage,Home Improvements,28441.1,25.6,6.0,1.0,7885.0,71258.0,1.0
7dd2f7b1-c4e6-4cc2-b992-143c49a2f300,Charged Off,259930.0,Short Term,723.0,1290803.0,Home Mortgage,Home Improvements,19039.52,9.3,9.0,0.0,81510.0,227414.0,0.0
a8269fce-60cf-47da-9ee2-c07f3bd998ff,Charged Off,178332.0,Short Term,700.0,1049503.0,Rent,Medical Bills,23351.19,14.4,16.0,0.0,131917.0,236478.0,0.0
31d941be-e76b-4e31-b1cc-127640a38ae6,Fully Paid,218768.0,Long Term,699.0,652289.0,Home Mortgage,Debt Consolidation,11686.9,18.9,9.0,1.0,139859.0,260326.0,1.0
9617dabf-60cc-4a27-b5a5-c53c31a1dbfe,Fully Paid,99999999.0,Short Term,725.0,363280.0,Rent,Debt Consolidation,2721.56,28.0,12.0,1.0,96311.0,606056.0,0.0
3889e4de-f0a4-42ea-a7cc-a137b00f181f,Fully Paid,551804.0,Short Term,697.0,1563757.0,Home Mortgage,Debt Consolidation,28929.59,38.0,15.0,0.0,297996.0,431860.0,0.0
500c5550-0805-4004-b646-b91e414ef545,Charged Off,430804.0,Long Term,6210.0,1971915.0,Home Mortgage,Debt Consolidation,24484.54,14.7,6.0,0.0,104633.0,251900.0,0.0
b3ecb857-5413-4248-a2e4-18fe66138460,Fully Paid,199078.0,Short Term,742.0,1203460.0,Home Mortgage,Debt Consolidation,13238.06,13.5,8.0,0.0,98610.0,236896.0,0.0
2b6a4cf7-762a-40cd-99b8-41677765bf52,Fully Paid,187748.0,Short Term,671.0,772160.0,Rent,Take a Trip,4324.02,22.0,9.0,0.0,82289.0,230164.0,0.0
77878313-90db-47df-9e10-15bb054e64f9,Fully Paid,133342.0,Short Term,722.0,767752.0,Home Mortgage,Debt Consolidation,4702.5,10.5,7.0,0.0,85899.0,211156.0,0.0
7a7bc1a3-5d57-4edb-9dc1-236316010af4,Charged Off,111980.0,Short Term,735.0,541519.0,Rent,Debt Consolidation,9792.41,9.7,8.0,0.0,160740.0,237402.0,0.0
244407e3-76d9-4d0c-9052-e5f30a9166a5,Fully Paid,258632.0,Short Term,748.0,1703217.0,Home Mortgage,Debt Consolidation,12688.96,32.2,11.0,0.0,153615.0,539022.0,0.0
c059b4c5-ec71-4fb4-92e3-4397b1efd482,Fully Paid,168828.0,Short Term,721.0,1055146.0,Rent,Debt Consolidation,14947.87,14.9,9.0,1.0,195624.0,351164.0,1.0
bfb85f07-58b6-4b1a-8d16-49430eadc66c,Fully Paid,108438.0,Short Term,723.0,2032221.0,Rent,Debt Consolidation,8670.84,18.5,19.0,0.0,81396.0,201828.0,0.0
ff6876b3-b8dc-4e12-87be-11e01fdceef8,Fully Paid,616924.0,Short Term,747.0,2188287.0,Rent,Buy House,2243.14,16.0,9.0,0.0,150670.0,881100.0,0.0
7ecebef4-a87f-4645-8133-4600c431af0b,Fully Paid,132638.0,Short Term,679.0,679497.0,Home Mortgage,Home Improvements,6342.01,13.0,8.0,1.0,71592.0,188848.0,1.0
d9048166-9a29-45c0-b5d9-f4246b785cab,Fully Paid,99999999.0,Short Term,741.0,807652.0,Home Mortgage,Home Improvements,5754.53,11.0,12.0,0.0,74499.0,135410.0,0.0
1dd00d7f-121e-4320-a270-f892634832c5,Fully Paid,615692.0,Long Term,736.0,2848575.0,Home Mortgage,Debt Consolidation,46764.13,23.0,24.0,0.0,2346348.0,5306290.0,0.0
b5320959-5c25-4086-a06c-e454145d4f9f,Charged Off,435336.0,Short Term,709.0,1184308.0,Own Home,Debt Consolidation,30101.32,20.8,14.0,0.0,236094.0,320100.0,0.0
c9b02c7e-18f1-41de-92ca-2c56d6ad15eb,Fully Paid,541200.0,Long Term,732.0,1947500.0,Home Mortgage,Debt Consolidation,27427.26,20.3,14.0,0.0,488680.0,814176.0,0.0
31e7154a-1a47-4e78-a8a3-43eba23b2d53,Fully Paid,99999999.0,Long Term,651.0,1014144.0,Home Mortgage,Debt Consolidation,19099.75,18.6,6.0,0.0,268033.0,322608.0,0.0
8ec203e4-7f37-445f-822e-01e196d8fe1b,Fully Paid,232342.0,Short Term,712.0,573306.0,Home Mortgage,Debt Consolidation,5733.06,25.9,5.0,1.0,192071.0,411862.0,1.0
2c9580cf-79f5-49fd-9c92-333ee7d336db,Charged Off,113168.0,Short Term,7390.0,329726.0,Own Home,Debt Consolidation,8188.24,22.5,3.0,0.0,90877.0,129910.0,0.0
1a40b598-75ba-4650-8cc1-4bd73ef18d3f,Fully Paid,280148.0,Long Term,713.0,1488840.0,Rent,Debt Consolidation,8002.61,10.7,10.0,0.0,122778.0,599808.0,0.0
da166853-fff8-49f3-bca3-0b2427e2093e,Fully Paid,52602.0,Short Term,705.0,946580.0,Rent,other,7533.31,22.6,13.0,2.0,67146.0,271854.0,2.0
877088ea-7fde-4b7b-81fe-fba9cb191b16,Fully Paid,77352.0,Short Term,744.0,1317707.0,Home Mortgage,Home Improvements,14934.0,14.0,13.0,0.0,109060.0,864886.0,0.0
e6506e27-9922-44f7-a9a3-039fc09a208d,Charged Off,61996.0,Short Term,665.0,394497.0,Rent,Home Improvements,11144.45,23.5,20.0,1.0,39824.0,668316.0,1.0
af275203-9dae-475f-b162-29741e8daa4f,Fully Paid,403678.0,Short Term,744.0,1452645.0,Rent,Debt Consolidation,21426.49,19.4,24.0,1.0,355300.0,1306030.0,0.0
67262f2d-6207-42de-a0a7-c98d89c642f1,Fully Paid,551738.0,Long Term,689.0,1134528.0,Home Mortgage,Debt Consolidation,30821.42,20.0,15.0,0.0,305824.0,785202.0,0.0
c80274df-1c5f-47ff-927e-bf08c955f2f1,Fully Paid,236456.0,Short Term,750.0,1137150.0,Home Mortgage,Debt Consolidation,19521.17,14.0,10.0,0.0,176871.0,384208.0,0.0
cf125b7f-722a-4cba-80d6-ccfea47ad252,Fully Paid,518760.0,Short Term,742.0,1493400.0,Home Mortgage,Debt Consolidation,26383.4,22.1,31.0,0.0,403807.0,1848132.0,0.0
35daf5b8-fdda-44dd-968a-3943551253ba,Fully Paid,105248.0,Short Term,745.0,568119.0,Rent,Debt Consolidation,8663.81,13.6,12.0,0.0,38342.0,129470.0,0.0
a98844c7-9c99-419e-b9eb-4fd033998337,Fully Paid,402050.0,Short Term,738.0,896667.0,Rent,Debt Consolidation,15019.12,20.6,9.0,0.0,330999.0,612260.0,0.0
6ec32985-95d9-4eaa-ad55-d83e57342475,Fully Paid,215974.0,Long Term,707.0,466317.0,Rent,Debt Consolidation,9481.57,6.9,8.0,0.0,135679.0,356224.0,0.0
40dc9157-7d27-4b1b-b89e-cb1f8eed55e1,Charged Off,248028.0,Long Term,641.0,714248.0,Rent,Debt Consolidation,15891.98,8.2,8.0,0.0,187929.0,222266.0,0.0
5fd9517e-57df-4b7e-85f0-86006984f0d7,Fully Paid,779790.0,Short Term,705.0,4002198.0,Rent,Debt Consolidation,55030.08,15.5,12.0,0.0,244283.0,999504.0,0.0
e3173230-80e4-4846-8716-116eb35a0a76,Fully Paid,170698.0,Short Term,741.0,2663192.0,Rent,Debt Consolidation,48381.22,16.7,12.0,0.0,18411.0,72776.0,0.0
aa00c836-686e-4d16-bd10-c9940b128172,Fully Paid,334752.0,Short Term,750.0,963680.0,Home Mortgage,Debt Consolidation,15418.88,12.8,14.0,0.0,114247.0,392568.0,0.0
580da374-0ff3-4592-8a8f-b54824dc360d,Fully Paid,712250.0,Short Term,717.0,2395026.0,Home Mortgage,Debt Consolidation,31135.49,13.7,10.0,0.0,243124.0,316294.0,0.0
4d9a9bff-2629-4d25-9d58-d59cb508470d,Fully Paid,545710.0,Short Term,745.0,9425900.0,Home Mortgage,Debt Consolidation,43044.88,15.4,11.0,0.0,4888168.0,17798726.0,0.0
a1df4abe-07d3-463d-b2cf-711eb8daaf43,Fully Paid,89122.0,Long Term,666.0,962160.0,Rent,Debt Consolidation,4922.9,8.9,15.0,0.0,38399.0,122122.0,0.0
82b558ad-bf24-4312-98ca-6825626148b6,Fully Paid,433356.0,Long Term,661.0,1104071.0,Rent,moving,12310.48,11.8,6.0,0.0,227867.0,357522.0,0.0
44a5b96a-0009-43ee-93bc-eee35487f8e8,Fully Paid,349052.0,Long Term,708.0,1130424.0,Home Mortgage,Home Improvements,9062.24,17.4,13.0,0.0,288002.0,527648.0,0.0
3108a21a-b035-48de-8745-872fc606e71d,Charged Off,250822.0,Short Term,7400.0,621604.0,Rent,Debt Consolidation,2729.92,15.3,3.0,0.0,171057.0,405878.0,0.0
d970f180-56f5-48bd-9d3b-e8ef8c0ab3ac,Fully Paid,535700.0,Short Term,689.0,1831353.0,Rent,Other,3754.21,4.5,11.0,0.0,225055.0,827288.0,0.0
7813319b-acac-4dc6-9e26-aa69f797f98f,Charged Off,188518.0,Short Term,737.0,1686231.0,Rent,Educational Expenses,16721.71,19.0,8.0,0.0,469357.0,736406.0,0.0
a798ce6c-f0f6-48d6-b9de-254e093ecc5b,Fully Paid,534864.0,Short Term,748.0,1655242.0,Home Mortgage,Debt Consolidation,4772.61,15.0,9.0,0.0,9709.0,748814.0,0.0
fd8fc48e-32dd-45bb-b67f-a1d3725fee51,Fully Paid,99999999.0,Short Term,727.0,756941.0,Rent,Debt Consolidation,24978.73,25.8,8.0,0.0,134444.0,240592.0,0.0
6de9e49a-6e2e-484e-a0c4-dd86b8dd2c8f,Fully Paid,248600.0,Long Term,689.0,1437692.0,Home Mortgage,Business Loan,17372.08,14.4,11.0,0.0,325261.0,1359622.0,0.0
734b289f-f502-4db4-ad40-c156b972e61a,Charged Off,178420.0,Short Term,7330.0,731899.0,Own Home,Medical Bills,15857.59,18.2,11.0,2.0,76760.0,151646.0,2.0
d53d4575-b055-486f-920f-21837c0ed96c,Fully Paid,79640.0,Short Term,736.0,1910640.0,Home Mortgage,Buy a Car,50791.18,25.0,17.0,0.0,605112.0,984082.0,0.0
1dfdc3bc-60ed-4f41-8f47-d14603edadbe,Fully Paid,220088.0,Short Term,725.0,788823.0,Rent,Debt Consolidation,16302.19,24.4,10.0,1.0,245613.0,323554.0,1.0
a537161e-778d-43f5-8fa3-ae1f6efa0d87,Fully Paid,268356.0,Short Term,747.0,1506453.0,Home Mortgage,Debt Consolidation,25107.55,26.2,21.0,0.0,369531.0,1064360.0,0.0
f8788cd2-1fef-4a88-9ca8-a4d2f583d5fc,Fully Paid,151932.0,Short Term,717.0,843543.0,Home Mortgage,Debt Consolidation,8435.43,18.0,10.0,0.0,34732.0,114906.0,0.0
556755dd-1353-4be1-a97a-afc2f1e4d8cd,Fully Paid,433598.0,Long Term,718.0,1702134.0,Home Mortgage,Debt Consolidation,12156.01,19.6,13.0,0.0,420584.0,665280.0,0.0
f185acd7-2870-40ca-817e-5c53eda35c11,Charged Off,319946.0,Short Term,734.0,1135554.0,Home Mortgage,Debt Consolidation,11734.02,11.7,13.0,0.0,231705.0,353012.0,0.0
ba468b4e-8a96-45ca-9a5b-7e62b6bd89ee,Fully Paid,380028.0,Short Term,701.0,837995.0,Home Mortgage,Other,21997.06,26.6,21.0,0.0,301188.0,666820.0,0.0
bde76413-e29a-4e65-a734-fa501747a198,Fully Paid,99999999.0,Short Term,726.0,855475.0,Rent,Debt Consolidation,11121.27,36.5,19.0,0.0,353400.0,704308.0,0.0
6bac579f-5ffc-4cfa-825a-661687a63b74,Charged Off,270072.0,Long Term,728.0,699732.0,Rent,Debt Consolidation,12128.65,14.9,6.0,0.0,84360.0,252384.0,0.0
8b2f4214-5f63-417a-90aa-df143eff43f6,Charged Off,567006.0,Long Term,6150.0,1365264.0,Home Mortgage,Debt Consolidation,13766.45,22.2,13.0,0.0,338219.0,487718.0,0.0
06ef4b8c-234a-4182-afb7-554dbf0a75b6,Charged Off,144804.0,Short Term,693.0,419957.0,Rent,Debt Consolidation,9554.15,9.2,10.0,0.0,246012.0,299552.0,0.0
95fbd89d-8fa6-4bca-8b00-3f548da1d2a2,Charged Off,156200.0,Short Term,735.0,651966.0,Home Mortgage,Debt Consolidation,9236.28,27.5,12.0,0.0,165756.0,403216.0,0.0
544600f3-94da-4e2a-9557-0a51edcccee9,Fully Paid,194128.0,Short Term,718.0,1737854.0,Home Mortgage,Debt Consolidation,41563.83,15.0,15.0,0.0,92644.0,174988.0,0.0
5bf64255-b60e-49f1-b58e-acfb0f8407ca,Fully Paid,172590.0,Short Term,691.0,1341457.0,Home Mortgage,Debt Consolidation,21161.63,20.1,5.0,0.0,120555.0,142010.0,0.0
cb524db0-6774-4b94-b411-c246a09dceb8,Fully Paid,646470.0,Long Term,670.0,1861050.0,Home Mortgage,Debt Consolidation,32723.32,14.9,10.0,0.0,441788.0,695992.0,0.0
6898a2f5-f9cf-4ebd-8494-5e2c9293b47b,Charged Off,138688.0,Short Term,725.0,1403625.0,Rent,Debt Consolidation,18364.07,13.3,8.0,0.0,703855.0,880110.0,0.0
08aeab1b-0eab-4edf-b93a-6e6bb18e2168,Charged Off,22330.0,Short Term,663.0,1060257.0,Home Mortgage,Medical Bills,23148.84,15.0,11.0,0.0,117952.0,290004.0,0.0
0a598be5-a1fc-46b1-ada6-361be2c1cbb9,Fully Paid,221100.0,Short Term,713.0,572850.0,Rent,Debt Consolidation,16087.49,13.2,15.0,0.0,225549.0,340494.0,0.0
506a2507-425f-40d4-803f-609925a18b71,Fully Paid,589468.0,Short Term,741.0,1152654.0,Home Mortgage,Debt Consolidation,20363.63,18.7,7.0,0.0,243732.0,475904.0,0.0
879f2a14-34d7-4299-b229-23113a27954e,Fully Paid,99999999.0,Short Term,728.0,634638.0,Rent,Debt Consolidation,9572.2,19.8,16.0,2.0,17442.0,90926.0,2.0
becc08a2-4511-4d7f-960f-cfde30ccfc3d,Fully Paid,451858.0,Short Term,703.0,1719861.0,Home Mortgage,Debt Consolidation,26944.28,12.0,21.0,1.0,179968.0,942920.0,1.0
36f3bc85-19d0-49dc-b187-e4b26f97aae7,Fully Paid,513436.0,Short Term,723.0,2072634.0,Home Mortgage,Home Improvements,36271.0,18.6,17.0,0.0,555617.0,1013166.0,0.0
6211cd33-207f-4e53-9d4f-14a7fd75280e,Fully Paid,99999999.0,Short Term,747.0,1620339.0,Home Mortgage,Debt Consolidation,19578.93,14.5,8.0,0.0,192508.0,264748.0,0.0
cf6d649e-0994-4ee4-a9ba-8194845625c3,Fully Paid,225456.0,Short Term,735.0,789754.0,Home Mortgage,Debt Consolidation,13425.78,13.0,9.0,0.0,236018.0,322256.0,0.0
838a8222-ac4c-4921-a9ea-4ee6527d354a,Fully Paid,122100.0,Short Term,737.0,2175177.0,Rent,Debt Consolidation,9715.84,9.3,10.0,0.0,247760.0,512292.0,0.0
55470305-1abd-46f0-be3b-84ff2aa90bbd,Fully Paid,328812.0,Short Term,746.0,567948.0,Home Mortgage,Home Improvements,1930.97,30.1,11.0,0.0,466944.0,10201444.0,0.0
c297cfdf-257b-48ed-b10b-db8f180a27a3,Charged Off,151030.0,Short Term,739.0,387581.0,Own Home,Debt Consolidation,6336.88,13.1,7.0,0.0,194522.0,603834.0,0.0
db25a27b-c4bb-40d3-8186-14269866fd32,Charged Off,334818.0,Long Term,733.0,732545.0,Home Mortgage,Debt Consolidation,5860.36,26.6,8.0,1.0,239552.0,352462.0,1.0
a10fa8ca-c43b-444c-ab5c-a27def0263a8,Charged Off,668118.0,Long Term,737.0,1798350.0,Rent,Debt Consolidation,37765.35,27.8,14.0,0.0,402154.0,1711974.0,0.0
c9906a4e-07b3-4ada-b273-f5fb4f10a45e,Charged Off,189002.0,Short Term,6860.0,335768.0,Rent,Debt Consolidation,11108.54,8.9,18.0,0.0,144913.0,375408.0,0.0
fc69aaea-3a75-4f3c-bc8c-3c61d89788d3,Fully Paid,224444.0,Short Term,730.0,1066109.0,Own Home,Debt Consolidation,25764.38,12.0,15.0,0.0,243485.0,610214.0,0.0
83877948-2dbe-409c-a9c7-679e73b70244,Fully Paid,99999999.0,Short Term,733.0,1397222.0,Home Mortgage,Debt Consolidation,18047.34,11.8,16.0,0.0,66804.0,353210.0,0.0
a2059a08-0f5d-4958-a0db-f3eff1090062,Fully Paid,88088.0,Short Term,728.0,342380.0,Rent,Debt Consolidation,4764.82,12.3,9.0,0.0,63954.0,321926.0,0.0
e89e7aaf-9046-4825-8ca5-efbb13c0b45c,Fully Paid,593252.0,Long Term,706.0,1024727.0,Rent,Debt Consolidation,3133.86,13.0,3.0,0.0,147478.0,212652.0,0.0
ffd506f1-3ebb-485d-b4ee-14e4e71dcbb1,Fully Paid,345884.0,Long Term,703.0,673550.0,Home Mortgage,Debt Consolidation,8604.53,23.6,10.0,1.0,205561.0,398046.0,1.0
e512a780-4988-463e-813c-57869d051587,Fully Paid,99999999.0,Short Term,737.0,1399350.0,Own Home,Debt Consolidation,31835.26,18.9,13.0,0.0,175351.0,365178.0,0.0
cce7b3b3-5726-484a-92f2-5d5519601ac2,Fully Paid,99999999.0,Short Term,730.0,761311.0,Home Mortgage,Debt Consolidation,8501.36,9.0,8.0,0.0,169860.0,279378.0,0.0
d3d779e2-e68c-4e2d-9711-2604ba17b26b,Fully Paid,231242.0,Short Term,748.0,1331330.0,Home Mortgage,Medical Bills,565.82,37.5,8.0,0.0,988.0,381700.0,0.0
6678700c-5411-40bc-81a9-e701dcb64c6e,Charged Off,259644.0,Short Term,729.0,1308055.0,Home Mortgage,other,9156.48,11.0,7.0,0.0,215745.0,289806.0,0.0
e6a21246-5c96-4b31-bf44-455aa6ec4a56,Charged Off,518166.0,Long Term,7240.0,1346359.0,Rent,Debt Consolidation,32985.71,22.1,13.0,0.0,610147.0,1529198.0,0.0
0adb4a73-23a0-4e4b-9c13-8b6c82431a67,Fully Paid,437976.0,Long Term,664.0,2161402.0,Rent,Debt Consolidation,13562.96,14.1,10.0,0.0,144248.0,335412.0,0.0
e9190e00-94f7-48bc-8404-0064f5c66bb3,Fully Paid,99999999.0,Short Term,746.0,1226678.0,Rent,Debt Consolidation,24738.19,23.5,13.0,1.0,125248.0,157806.0,1.0
38b86eda-ca06-48c2-b2f3-a178377fab53,Charged Off,451704.0,Long Term,712.0,1226032.0,Own Home,Debt Consolidation,13895.08,40.5,15.0,0.0,918365.0,1661484.0,0.0
4fda350a-e9e3-484f-93ab-eabed7c4ae6f,Fully Paid,196768.0,Short Term,708.0,613833.0,Home Mortgage,Debt Consolidation,11202.4,13.5,5.0,1.0,39273.0,130680.0,0.0
36f8da8a-bf51-440b-9d95-143e8cfa0115,Fully Paid,138908.0,Short Term,721.0,466830.0,Home Mortgage,Other,1400.49,11.8,6.0,0.0,53067.0,196944.0,0.0
4388ae5d-5375-4d14-9b8d-f5d25b8659f3,Fully Paid,176308.0,Short Term,716.0,2093553.0,Rent,other,20063.24,10.9,9.0,0.0,143336.0,209286.0,0.0
eb421eb5-1e08-4440-aec2-f8b8a2d0d093,Fully Paid,110374.0,Short Term,720.0,789602.0,Home Mortgage,Debt Consolidation,17963.36,12.2,9.0,0.0,99313.0,330462.0,0.0
b7bf5dd6-9f14-473c-b294-b067392bedfd,Fully Paid,267586.0,Long Term,744.0,1059212.0,Home Mortgage,Debt Consolidation,6461.14,12.6,11.0,0.0,130720.0,441298.0,0.0
83fd6f74-b87d-48bc-8be2-1c4019e6c4ae,Charged Off,491414.0,Long Term,725.0,964782.0,Rent,Debt Consolidation,7123.29,14.5,4.0,0.0,130454.0,382404.0,0.0
9fcc1d7f-40f7-4497-a0f9-65031569ad3d,Fully Paid,110022.0,Short Term,731.0,684133.0,Home Mortgage,Debt Consolidation,18414.61,24.5,8.0,1.0,206929.0,369754.0,1.0
17a22226-50ff-4a1d-95f6-081499c055e5,Fully Paid,355168.0,Long Term,632.0,1341970.0,Rent,Debt Consolidation,16327.46,22.7,12.0,0.0,514406.0,733546.0,0.0
dfbc558f-008c-4641-9ea2-3241ae5dc409,Fully Paid,99999999.0,Long Term,711.0,615220.0,Own Home,Debt Consolidation,5536.98,26.8,7.0,0.0,112803.0,364848.0,0.0
9306edd9-dac0-44d5-a755-aa4f39ae4890,Fully Paid,133034.0,Short Term,715.0,689339.0,Rent,Debt Consolidation,12465.52,7.7,12.0,0.0,193724.0,512116.0,0.0
d910b06b-5107-418f-b04b-370c943f1467,Fully Paid,778712.0,Long Term,683.0,2593994.0,Home Mortgage,Debt Consolidation,25723.72,24.5,11.0,0.0,1004910.0,1820940.0,0.0
4c2c11cd-ec45-4a0d-b801-8e7892e4f550,Fully Paid,376068.0,Long Term,721.0,917016.0,Home Mortgage,Debt Consolidation,24759.47,24.2,14.0,0.0,541462.0,1004740.0,0.0
70be2faf-82b7-415b-afba-7988fb6c9deb,Fully Paid,257466.0,Short Term,642.0,1243284.0,Home Mortgage,Debt Consolidation,14919.37,9.0,13.0,0.0,178011.0,283536.0,0.0
81ee32a2-5ef6-4656-8cc5-4c30a5d985ca,Fully Paid,531432.0,Short Term,748.0,1338645.0,Home Mortgage,Debt Consolidation,30565.68,36.5,15.0,0.0,494969.0,2032382.0,0.0
c969d71e-0612-4dc8-b97d-68d79326a6b5,Fully Paid,539550.0,Short Term,737.0,1453519.0,Home Mortgage,Debt Consolidation,24709.88,18.4,14.0,0.0,541633.0,1303852.0,0.0
34f8eb1d-c2ba-4224-9d11-1de18054e730,Fully Paid,192170.0,Short Term,724.0,942970.0,Rent,Debt Consolidation,10372.67,13.1,10.0,0.0,145502.0,314314.0,0.0
2255eaaf-2130-42b6-941e-d15916cc6302,Fully Paid,99999999.0,Short Term,742.0,1521178.0,Home Mortgage,Debt Consolidation,22817.67,35.5,12.0,1.0,583262.0,1023286.0,1.0
e263f72b-a4cb-48fb-8a5b-fa6ef3ee116c,Fully Paid,129932.0,Short Term,729.0,1122102.0,Rent,Debt Consolidation,11501.46,8.7,6.0,0.0,119928.0,292358.0,0.0
d79bfd91-c3c0-4e91-ab96-ff2c6fd4524a,Fully Paid,202158.0,Short Term,725.0,775960.0,Own Home,Debt Consolidation,15195.82,12.5,15.0,0.0,141417.0,285274.0,0.0
bea39fdf-80e7-4343-b3ea-44f9ded48506,Fully Paid,99999999.0,Short Term,748.0,2259024.0,Rent,Debt Consolidation,16980.3,16.4,7.0,0.0,230546.0,426448.0,0.0
f8ca8dbe-dc02-47b5-958c-7dabdcef4509,Fully Paid,517066.0,Short Term,741.0,1293159.0,Home Mortgage,Debt Consolidation,28773.03,20.5,13.0,0.0,634562.0,1153460.0,0.0
08d8d135-2bd9-4b4a-9649-05596d0eddd1,Fully Paid,394262.0,Short Term,735.0,1418730.0,Rent,Debt Consolidation,22817.86,13.2,6.0,0.0,294500.0,547338.0,0.0
5eccc106-4bcf-4097-90e6-8ddd2502906a,Fully Paid,342650.0,Short Term,711.0,2522611.0,Home Mortgage,Business Loan,14610.24,14.4,7.0,6.0,110257.0,235994.0,1.0
4c06b345-63ee-446e-ae7c-78755a10f9b4,Fully Paid,99999999.0,Short Term,730.0,1938190.0,Rent,Debt Consolidation,8301.86,17.9,8.0,1.0,249280.0,404250.0,1.0
c31f209c-a1b9-4e5e-9984-cd4d226f2271,Fully Paid,33022.0,Short Term,720.0,711094.0,Rent,Other,2127.43,11.4,6.0,0.0,65683.0,129800.0,0.0
9f0b551f-823f-4f6c-b2cc-e071ef0fce72,Fully Paid,102960.0,Short Term,696.0,525008.0,Rent,Debt Consolidation,7219.05,29.7,14.0,1.0,163989.0,226600.0,1.0
aa48bdf4-5237-4c0d-89c7-c196abb966a8,Charged Off,216062.0,Long Term,642.0,1082278.0,Own Home,other,27868.63,15.6,14.0,0.0,315723.0,636878.0,0.0
ea20761c-3338-461e-8e24-3dd01644e3a1,Fully Paid,443256.0,Short Term,742.0,2421284.0,Home Mortgage,Debt Consolidation,23002.16,36.2,11.0,1.0,252776.0,505494.0,1.0
8722bb17-21a1-40d8-b5a2-54a036c5cab9,Fully Paid,324104.0,Short Term,743.0,1222232.0,Home Mortgage,Debt Consolidation,26074.08,20.5,8.0,0.0,126521.0,457798.0,0.0
05144572-1113-4d2c-85bc-9fed796c9996,Fully Paid,99999999.0,Long Term,723.0,808374.0,Rent,Other,4237.19,7.8,16.0,0.0,1463.0,423434.0,0.0
