saledate,type,bedrooms,avg_price
2017-03,house,5,1031333.3333333334
2017-03,unit,1,337540.9090909091
2017-03,unit,2,449337.02
2017-03,unit,3,575000.0
2017-04,house,1,332000.0
2017-04,house,2,552958.3333333334
2017-04,house,3,621809.92481203
2017-04,house,4,845607.5
2017-04,house,5,985667.8846153846
2017-04,unit,1,310163.3333333333
2017-04,unit,2,413196.25
2017-04,unit,3,539687.5
2017-04,unit,4,602500.0
2017-05,house,0,1150000.0
2017-05,house,2,487509.1176470588
2017-05,house,3,620594.5869565217
2017-05,house,4,798468.6086956522
2017-05,house,5,940455.8823529412
2017-05,unit,1,325814.51612903224
2017-05,unit,2,429650.0
2017-05,unit,3,647392.8571428572
2017-06,house,1,312500.0
2017-06,house,2,423554.1666666667
2017-06,house,3,609377.2389380531
2017-06,house,4,777057.0247933884
2017-06,house,5,1025920.0
2017-06,unit,1,322611.76470588235
2017-06,unit,2,440760.9756097561
2017-06,unit,3,492309.0909090909
2017-07,house,2,399850.0
2017-07,house,3,603252.5510204082
2017-07,house,4,897425.5225225225
2017-07,house,5,981659.0909090909
2017-07,unit,1,330636.53846153844
2017-07,unit,2,406951.2195121951
2017-07,unit,3,557086.3636363636
2017-07,unit,4,490000.0
2017-08,house,0,344500.0
2017-08,house,1,283000.0
2017-08,house,2,445500.0
2017-08,house,3,603182.44
2017-08,house,4,778370.9649122807
2017-08,house,5,1012880.0
2017-08,unit,1,336291.6666666667
2017-08,unit,2,457058.6956521739
2017-08,unit,3,523166.6666666667
2017-09,house,2,402433.3333333333
2017-09,house,3,614193.8531468532
2017-09,house,4,829936.3953488372
2017-09,house,5,987777.7777777778
2017-09,unit,0,499000.0
2017-09,unit,1,353538.46153846156
2017-09,unit,2,418032.0833333333
2017-09,unit,3,748111.1111111111
2017-09,unit,4,400000.0
2017-10,house,1,312500.0
2017-10,house,2,544138.8888888889
2017-10,house,3,600612.4113475177
2017-10,house,4,804668.0704225352
2017-10,house,5,966519.2307692308
2017-10,unit,1,357620.8333333333
2017-10,unit,2,442572.36842105264
2017-10,unit,3,515961.53846153844
2017-11,house,1,385750.0
2017-11,house,2,534396.4285714285
2017-11,house,3,633972.4408602151
2017-11,house,4,903057.2211055276
2017-11,house,5,1070590.2777777778
2017-11,unit,1,333716.6666666667
2017-11,unit,2,436788.7931034483
2017-11,unit,3,705444.4444444445
2017-12,house,1,310000.0
2017-12,house,2,699250.0
2017-12,house,3,625185.9712230216
2017-12,house,4,825530.1395348837
2017-12,house,5,1094696.9696969697
2017-12,unit,1,342956.52173913043
2017-12,unit,2,439040.54054054053
2017-12,unit,3,591600.0
2017-12,unit,4,680000.0
2018-01,house,2,416750.0
2018-01,house,3,593738.4883720931
2018-01,house,4,780140.0
2018-01,house,5,1060785.7142857143
2018-01,unit,1,350804.54545454547
2018-01,unit,2,427735.13513513515
2018-01,unit,3,514571.4285714286
2018-02,house,1,224000.0
2018-02,house,2,520812.5
2018-02,house,3,627142.6690140845
2018-02,house,4,881124.15625
2018-02,house,5,906714.2857142857
2018-02,unit,1,335232.4324324324
2018-02,unit,2,450571.625
2018-02,unit,3,609100.0
2018-02,unit,4,535000.0
2018-03,house,1,262000.0
2018-03,house,2,600200.0
2018-03,house,3,629880.6896551724
2018-03,house,4,856430.1948051949
2018-03,house,5,1153770.2702702703
2018-03,unit,1,359500.0
2018-03,unit,2,452930.55555555556
2018-03,unit,3,506421.875
2018-03,unit,4,645000.0
2018-04,house,2,468533.3333333333
2018-04,house,3,645611.407079646
2018-04,house,4,877433.962264151
2018-04,house,5,1132565.2173913044
2018-04,unit,1,342075.0
2018-04,unit,2,414838.96774193546
2018-04,unit,3,529166.6666666666
2018-05,house,1,315000.0
2018-05,house,2,650100.0
2018-05,house,3,630602.4402515723
2018-05,house,4,847557.2647058824
2018-05,house,5,966482.7586206896
2018-05,unit,1,337134.2105263158
2018-05,unit,2,445217.0
2018-05,unit,3,587647.0588235294
2018-06,house,2,488166.6666666667
2018-06,house,3,612587.1559633027
2018-06,house,4,837086.1111111111
2018-06,house,5,987450.0
2018-06,unit,1,320012.9032258064
2018-06,unit,2,437390.9090909091
2018-06,unit,3,721500.0
2018-07,house,2,468059.0909090909
2018-07,house,3,626589.4736842106
2018-07,house,4,805631.6477272727
2018-07,house,5,989187.5
2018-07,unit,1,362404.28571428574
2018-07,unit,2,406203.5869565217
2018-07,unit,3,683216.6666666666
2018-07,unit,4,300000.0
2018-08,house,1,428000.0
2018-08,house,2,537300.0
2018-08,house,3,629654.4242424242
2018-08,house,4,772490.2065217391
2018-08,house,5,887826.0869565217
2018-08,unit,0,325000.0
2018-08,unit,1,335446.3870967742
2018-08,unit,2,447898.8604651163
2018-08,unit,3,506628.5714285714
2018-09,house,1,290250.0
2018-09,house,2,580000.0
2018-09,house,3,631120.6666666666
2018-09,house,4,818932.1428571428
2018-09,house,5,993000.0
2018-09,unit,1,346750.0
2018-09,unit,2,431681.2368421053
2018-09,unit,3,665150.0
2018-10,house,2,524875.0
2018-10,house,3,633183.6734693878
2018-10,house,4,804686.4742268041
2018-10,house,5,1012115.3846153846
2018-10,unit,1,441500.0
2018-10,unit,2,401946.488372093
2018-10,unit,3,570904.5454545454
2018-11,house,1,333000.0
2018-11,house,2,549522.2222222222
2018-11,house,3,619817.619047619
2018-11,house,4,791693.2736842105
2018-11,house,5,1047660.7142857143
2018-11,unit,1,312775.8620689655
2018-11,unit,2,447484.0909090909
2018-11,unit,3,676428.5714285715
2018-12,house,1,300000.0
2018-12,house,2,517142.85714285716
2018-12,house,3,653314.0243902439
2018-12,house,4,833715.65625
2018-12,house,5,954821.4285714285
2018-12,unit,1,343392.85714285716
2018-12,unit,2,410107.4074074074
2018-12,unit,3,763800.0
2019-01,house,2,399083.3333333333
2019-01,house,3,630606.3829787234
2019-01,house,4,776720.0
2019-01,house,5,945875.0
2019-01,unit,1,308875.0
2019-01,unit,2,393105.1724137931
2019-01,unit,3,492237.5
2019-02,house,1,399800.0
2019-02,house,2,378833.3333333333
2019-02,house,3,610156.8656716418
2019-02,house,4,832560.3448275862
2019-02,house,5,872076.9230769231
2019-02,unit,1,337944.44444444444
2019-02,unit,2,438342.1052631579
2019-02,unit,3,513333.3333333333
2019-03,house,2,408333.3333333333
2019-03,house,3,627037.9746835442
2019-03,house,4,816174.6987951808
2019-03,house,5,886833.3333333334
2019-03,unit,0,175000.0
2019-03,unit,1,359507.6923076923
2019-03,unit,2,398020.2702702703
2019-03,unit,3,634062.5
2019-04,house,2,555083.3333333334
2019-04,house,3,637188.3928571428
2019-04,house,4,783735.1111111111
2019-04,house,5,1017892.8571428572
2019-04,unit,1,319240.0
2019-04,unit,2,410828.47222222225
2019-04,unit,3,611666.6666666666
2019-04,unit,4,769500.0
2019-05,house,2,534833.3333333334
2019-05,house,3,609584.6774193548
2019-05,house,4,754035.8024691358
2019-05,house,5,880815.7894736842
2019-05,unit,1,325833.3333333333
2019-05,unit,2,477756.52173913043
2019-05,unit,3,700800.0
2019-06,house,2,455000.0
2019-06,house,3,638709.6774193548
2019-06,house,4,787601.0638297872
2019-06,house,5,1075187.5
2019-06,unit,1,306833.3333333333
2019-06,unit,2,487889.28571428574
2019-06,unit,3,506222.22222222225
2019-07,house,2,494454.54545454547
2019-07,house,3,605833.1521739131
2019-07,house,4,697491.4848484849
2019-07,house,5,889538.4615384615
2019-07,unit,0,199000.0
2019-07,unit,1,331261.90476190473
2019-07,unit,2,423194.53658536583
2019-07,unit,3,503490.0
